Maximum,60.2,@,No.1980,,,,,,
1455,35.7,gf,2.315,mm,OK,--,3:15:22 PM,4/11/2026,
1456,36.0,gf,2.316,mm,OK,--,3:15:22 PM,4/11/2026,
1457,35.5,gf,2.318,mm,OK,--,3:15:22 PM,4/11/2026,
1458,35.7,gf,2.320,mm,OK,--,3:15:22 PM,4/11/2026,
1459,36.0,gf,2.321,mm,OK,--,3:15:22 PM,4/11/2026,
1460,36.0,gf,2.323,mm,OK,--,3:15:22 PM,4/11/2026,
1461,35.7,gf,2.324,mm,OK,--,3:15:22 PM,4/11/2026,
1462,36.4,gf,2.326,mm,OK,--,3:15:22 PM,4/11/2026,
1463,36.6,gf,2.328,mm,OK,--,3:15:22 PM,4/11/2026,
1464,36.5,gf,2.329,mm,OK,--,3:15:22 PM,4/11/2026,
1465,36.5,gf,2.331,mm,OK,--,3:15:22 PM,4/11/2026,
1466,36.7,gf,2.332,mm,OK,--,3:15:22 PM,4/11/2026,
1467,36.1,gf,2.334,mm,OK,--,3:15:22 PM,4/11/2026,
1468,36.2,gf,2.335,mm,OK,--,3:15:22 PM,4/11/2026,
1469,36.0,gf,2.337,mm,OK,--,3:15:22 PM,4/11/2026,
1470,36.5,gf,2.339,mm,OK,--,3:15:22 PM,4/11/2026,
1471,35.9,gf,2.340,mm,OK,--,3:15:22 PM,4/11/2026,
1472,36.9,gf,2.342,mm,OK,--,3:15:22 PM,4/11/2026,
1473,36.8,gf,2.343,mm,OK,--,3:15:22 PM,4/11/2026,
1474,36.7,gf,2.345,mm,OK,--,3:15:22 PM,4/11/2026,
1475,36.4,gf,2.347,mm,OK,--,3:15:22 PM,4/11/2026,
1476,36.1,gf,2.348,mm,OK,--,3:15:22 PM,4/11/2026,
1477,36.0,gf,2.350,mm,OK,--,3:15:22 PM,4/11/2026,
1478,36.1,gf,2.351,mm,OK,--,3:15:22 PM,4/11/2026,
1479,36.8,gf,2.353,mm,OK,--,3:15:22 PM,4/11/2026,
1480,36.3,gf,2.355,mm,OK,--,3:15:22 PM,4/11/2026,
1481,36.3,gf,2.356,mm,OK,--,3:15:22 PM,4/11/2026,
1482,37.1,gf,2.358,mm,OK,--,3:15:22 PM,4/11/2026,
1483,36.1,gf,2.359,mm,OK,--,3:15:22 PM,4/11/2026,
1484,36.4,gf,2.361,mm,OK,--,3:15:22 PM,4/11/2026,
1485,36.3,gf,2.363,mm,OK,--,3:15:22 PM,4/11/2026,
1486,37.2,gf,2.364,mm,OK,--,3:15:22 PM,4/11/2026,
1487,37.0,gf,2.366,mm,OK,--,3:15:22 PM,4/11/2026,
1488,36.8,gf,2.367,mm,OK,--,3:15:22 PM,4/11/2026,
1489,36.6,gf,2.369,mm,OK,--,3:15:22 PM,4/11/2026,
1490,36.9,gf,2.370,mm,OK,--,3:15:22 PM,4/11/2026,
1491,36.6,gf,2.372,mm,OK,--,3:15:22 PM,4/11/2026,
1492,36.4,gf,2.374,mm,OK,--,3:15:22 PM,4/11/2026,
1493,36.8,gf,2.375,mm,OK,--,3:15:22 PM,4/11/2026,
1494,36.8,gf,2.377,mm,OK,--,3:15:22 PM,4/11/2026,
1495,37.5,gf,2.378,mm,OK,--,3:15:22 PM,4/11/2026,
1496,37.5,gf,2.380,mm,OK,--,3:15:22 PM,4/11/2026,
1497,37.0,gf,2.382,mm,OK,--,3:15:22 PM,4/11/2026,
1498,37.5,gf,2.383,mm,OK,--,3:15:22 PM,4/11/2026,
1499,36.8,gf,2.385,mm,OK,--,3:15:22 PM,4/11/2026,
1500,36.9,gf,2.386,mm,OK,--,3:15:22 PM,4/11/2026,
1501,37.7,gf,2.388,mm,OK,--,3:15:22 PM,4/11/2026,
1502,37.5,gf,2.390,mm,OK,--,3:15:22 PM,4/11/2026,
1503,37.4,gf,2.391,mm,OK,--,3:15:22 PM,4/11/2026,
1504,37.5,gf,2.393,mm,OK,--,3:15:22 PM,4/11/2026,
1505,37.0,gf,2.394,mm,OK,--,3:15:22 PM,4/11/2026,
1506,37.8,gf,2.396,mm,OK,--,3:15:22 PM,4/11/2026,
1507,37.4,gf,2.397,mm,OK,--,3:15:22 PM,4/11/2026,
1508,37.0,gf,2.399,mm,OK,--,3:15:22 PM,4/11/2026,
1509,37.6,gf,2.401,mm,OK,--,3:15:22 PM,4/11/2026,
1510,37.0,gf,2.402,mm,OK,--,3:15:22 PM,4/11/2026,
1511,37.9,gf,2.404,mm,OK,--,3:15:22 PM,4/11/2026,
1512,38.0,gf,2.405,mm,OK,--,3:15:22 PM,4/11/2026,
1513,37.5,gf,2.407,mm,OK,--,3:15:22 PM,4/11/2026,
1514,36.9,gf,2.409,mm,OK,--,3:15:22 PM,4/11/2026,
1515,37.5,gf,2.410,mm,OK,--,3:15:22 PM,4/11/2026,
1516,37.9,gf,2.412,mm,OK,--,3:15:22 PM,4/11/2026,
1517,37.5,gf,2.413,mm,OK,--,3:15:22 PM,4/11/2026,
1518,37.1,gf,2.415,mm,OK,--,3:15:22 PM,4/11/2026,
1519,37.2,gf,2.417,mm,OK,--,3:15:22 PM,4/11/2026,
1520,37.1,gf,2.418,mm,OK,--,3:15:22 PM,4/11/2026,
1521,37.5,gf,2.420,mm,OK,--,3:15:22 PM,4/11/2026,
1522,38.1,gf,2.421,mm,OK,--,3:15:22 PM,4/11/2026,
1523,38.3,gf,2.423,mm,OK,--,3:15:22 PM,4/11/2026,
1524,38.2,gf,2.425,mm,OK,--,3:15:22 PM,4/11/2026,
1525,38.2,gf,2.426,mm,OK,--,3:15:22 PM,4/11/2026,
1526,38.4,gf,2.428,mm,OK,--,3:15:22 PM,4/11/2026,
1527,37.8,gf,2.429,mm,OK,--,3:15:22 PM,4/11/2026,
1528,37.5,gf,2.431,mm,OK,--,3:15:22 PM,4/11/2026,
1529,37.5,gf,2.432,mm,OK,--,3:15:22 PM,4/11/2026,
1530,37.9,gf,2.434,mm,OK,--,3:15:22 PM,4/11/2026,
1531,37.4,gf,2.436,mm,OK,--,3:15:22 PM,4/11/2026,
1532,38.0,gf,2.437,mm,OK,--,3:15:22 PM,4/11/2026,
1533,38.0,gf,2.439,mm,OK,--,3:15:22 PM,4/11/2026,
1534,37.9,gf,2.440,mm,OK,--,3:15:22 PM,4/11/2026,
1535,38.1,gf,2.442,mm,OK,--,3:15:22 PM,4/11/2026,
1536,37.7,gf,2.444,mm,OK,--,3:15:22 PM,4/11/2026,
1537,37.5,gf,2.445,mm,OK,--,3:15:22 PM,4/11/2026,
1538,38.6,gf,2.447,mm,OK,--,3:15:22 PM,4/11/2026,
1539,37.7,gf,2.448,mm,OK,--,3:15:22 PM,4/11/2026,
1540,38.3,gf,2.450,mm,OK,--,3:15:22 PM,4/11/2026,
1541,37.7,gf,2.452,mm,OK,--,3:15:22 PM,4/11/2026,
1542,38.5,gf,2.453,mm,OK,--,3:15:22 PM,4/11/2026,
1543,37.8,gf,2.455,mm,OK,--,3:15:22 PM,4/11/2026,
1544,38.2,gf,2.456,mm,OK,--,3:15:22 PM,4/11/2026,
1545,38.4,gf,2.458,mm,OK,--,3:15:22 PM,4/11/2026,
1546,38.3,gf,2.460,mm,OK,--,3:15:22 PM,4/11/2026,
1547,37.8,gf,2.461,mm,OK,--,3:15:22 PM,4/11/2026,
1548,38.4,gf,2.463,mm,OK,--,3:15:22 PM,4/11/2026,
1549,37.9,gf,2.464,mm,OK,--,3:15:22 PM,4/11/2026,
1550,38.8,gf,2.466,mm,OK,--,3:15:22 PM,4/11/2026,
1551,38.2,gf,2.467,mm,OK,--,3:15:22 PM,4/11/2026,
1552,38.1,gf,2.469,mm,OK,--,3:15:22 PM,4/11/2026,
1553,38.6,gf,2.471,mm,OK,--,3:15:22 PM,4/11/2026,
1554,38.7,gf,2.472,mm,OK,--,3:15:22 PM,4/11/2026,
1555,38.2,gf,2.474,mm,OK,--,3:15:22 PM,4/11/2026,
1556,38.6,gf,2.475,mm,OK,--,3:15:22 PM,4/11/2026,
1557,38.0,gf,2.477,mm,OK,--,3:15:22 PM,4/11/2026,
1558,38.4,gf,2.479,mm,OK,--,3:15:22 PM,4/11/2026,
1559,39.1,gf,2.480,mm,OK,--,3:15:22 PM,4/11/2026,
1560,38.6,gf,2.482,mm,OK,--,3:15:22 PM,4/11/2026,
1561,38.2,gf,2.483,mm,OK,--,3:15:22 PM,4/11/2026,
1562,38.3,gf,2.485,mm,OK,--,3:15:22 PM,4/11/2026,
1563,39.2,gf,2.487,mm,OK,--,3:15:22 PM,4/11/2026,
1564,38.7,gf,2.488,mm,OK,--,3:15:22 PM,4/11/2026,
1565,38.5,gf,2.490,mm,OK,--,3:15:22 PM,4/11/2026,
1566,39.2,gf,2.491,mm,OK,--,3:15:22 PM,4/11/2026,
1567,38.5,gf,2.493,mm,OK,--,3:15:22 PM,4/11/2026,
1568,39.2,gf,2.495,mm,OK,--,3:15:22 PM,4/11/2026,
1569,39.1,gf,2.496,mm,OK,--,3:15:22 PM,4/11/2026,
1570,39.2,gf,2.498,mm,OK,--,3:15:22 PM,4/11/2026,
1571,39.5,gf,2.499,mm,OK,--,3:15:22 PM,4/11/2026,
1572,38.7,gf,2.501,mm,OK,--,3:15:22 PM,4/11/2026,
1573,38.7,gf,2.502,mm,OK,--,3:15:22 PM,4/11/2026,
1574,39.3,gf,2.504,mm,OK,--,3:15:22 PM,4/11/2026,
1575,39.2,gf,2.506,mm,OK,--,3:15:22 PM,4/11/2026,
1576,39.7,gf,2.507,mm,OK,--,3:15:22 PM,4/11/2026,
1577,38.6,gf,2.509,mm,OK,--,3:15:22 PM,4/11/2026,
1578,39.2,gf,2.510,mm,OK,--,3:15:22 PM,4/11/2026,
1579,39.6,gf,2.512,mm,OK,--,3:15:22 PM,4/11/2026,
1580,38.7,gf,2.514,mm,OK,--,3:15:22 PM,4/11/2026,
1581,38.9,gf,2.515,mm,OK,--,3:15:22 PM,4/11/2026,
1582,39.1,gf,2.517,mm,OK,--,3:15:22 PM,4/11/2026,
1583,39.1,gf,2.518,mm,OK,--,3:15:22 PM,4/11/2026,
1584,39.1,gf,2.520,mm,OK,--,3:15:22 PM,4/11/2026,
1585,39.5,gf,2.522,mm,OK,--,3:15:22 PM,4/11/2026,
1586,38.8,gf,2.523,mm,OK,--,3:15:22 PM,4/11/2026,
1587,40.0,gf,2.525,mm,OK,--,3:15:22 PM,4/11/2026,
1588,39.1,gf,2.526,mm,OK,--,3:15:22 PM,4/11/2026,
1589,39.2,gf,2.528,mm,OK,--,3:15:22 PM,4/11/2026,
1590,39.8,gf,2.530,mm,OK,--,3:15:22 PM,4/11/2026,
1591,39.3,gf,2.531,mm,OK,--,3:15:22 PM,4/11/2026,
1592,39.1,gf,2.533,mm,OK,--,3:15:22 PM,4/11/2026,
1593,39.7,gf,2.534,mm,OK,--,3:15:22 PM,4/11/2026,
1594,39.3,gf,2.536,mm,OK,--,3:15:22 PM,4/11/2026,
1595,39.7,gf,2.538,mm,OK,--,3:15:22 PM,4/11/2026,
1596,39.1,gf,2.539,mm,OK,--,3:15:22 PM,4/11/2026,
1597,39.1,gf,2.541,mm,OK,--,3:15:22 PM,4/11/2026,
1598,39.3,gf,2.542,mm,OK,--,3:15:22 PM,4/11/2026,
1599,39.6,gf,2.544,mm,OK,--,3:15:22 PM,4/11/2026,
1600,40.1,gf,2.545,mm,OK,--,3:15:22 PM,4/11/2026,
1601,39.3,gf,2.547,mm,OK,--,3:15:22 PM,4/11/2026,
1602,39.9,gf,2.549,mm,OK,--,3:15:22 PM,4/11/2026,
1603,39.7,gf,2.550,mm,OK,--,3:15:22 PM,4/11/2026,
1604,39.6,gf,2.552,mm,OK,--,3:15:22 PM,4/11/2026,
1605,39.6,gf,2.553,mm,OK,--,3:15:22 PM,4/11/2026,
1606,40.1,gf,2.555,mm,OK,--,3:15:22 PM,4/11/2026,
1607,40.2,gf,2.557,mm,OK,--,3:15:22 PM,4/11/2026,
1608,40.0,gf,2.558,mm,OK,--,3:15:22 PM,4/11/2026,
1609,39.6,gf,2.560,mm,OK,--,3:15:22 PM,4/11/2026,
1610,40.4,gf,2.561,mm,OK,--,3:15:22 PM,4/11/2026,
1611,39.8,gf,2.563,mm,OK,--,3:15:22 PM,4/11/2026,
1612,39.7,gf,2.565,mm,OK,--,3:15:22 PM,4/11/2026,
1613,39.9,gf,2.566,mm,OK,--,3:15:22 PM,4/11/2026,
1614,39.9,gf,2.568,mm,OK,--,3:15:22 PM,4/11/2026,
1615,40.8,gf,2.569,mm,OK,--,3:15:22 PM,4/11/2026,
1616,40.3,gf,2.571,mm,OK,--,3:15:22 PM,4/11/2026,
1617,40.6,gf,2.572,mm,OK,--,3:15:22 PM,4/11/2026,
1618,39.9,gf,2.574,mm,OK,--,3:15:22 PM,4/11/2026,
1619,39.8,gf,2.576,mm,OK,--,3:15:22 PM,4/11/2026,
1620,40.5,gf,2.577,mm,OK,--,3:15:22 PM,4/11/2026,
1621,40.2,gf,2.579,mm,OK,--,3:15:22 PM,4/11/2026,
1622,40.3,gf,2.580,mm,OK,--,3:15:22 PM,4/11/2026,
1623,40.6,gf,2.582,mm,OK,--,3:15:22 PM,4/11/2026,
1624,40.2,gf,2.584,mm,OK,--,3:15:22 PM,4/11/2026,
1625,39.9,gf,2.585,mm,OK,--,3:15:22 PM,4/11/2026,
1626,41.0,gf,2.587,mm,OK,--,3:15:22 PM,4/11/2026,
1627,40.8,gf,2.588,mm,OK,--,3:15:22 PM,4/11/2026,
1628,40.0,gf,2.590,mm,OK,--,3:15:22 PM,4/11/2026,
1629,40.1,gf,2.592,mm,OK,--,3:15:22 PM,4/11/2026,
1630,40.6,gf,2.593,mm,OK,--,3:15:22 PM,4/11/2026,
1631,40.3,gf,2.595,mm,OK,--,3:15:22 PM,4/11/2026,
1632,40.7,gf,2.596,mm,OK,--,3:15:22 PM,4/11/2026,
1633,40.3,gf,2.598,mm,OK,--,3:15:22 PM,4/11/2026,
1634,41.1,gf,2.600,mm,OK,--,3:15:22 PM,4/11/2026,
1635,40.5,gf,2.601,mm,OK,--,3:15:22 PM,4/11/2026,
1636,40.4,gf,2.603,mm,OK,--,3:15:22 PM,4/11/2026,
1637,40.4,gf,2.604,mm,OK,--,3:15:22 PM,4/11/2026,
1638,40.9,gf,2.606,mm,OK,--,3:15:22 PM,4/11/2026,
1639,40.3,gf,2.607,mm,OK,--,3:15:22 PM,4/11/2026,
1640,40.5,gf,2.609,mm,OK,--,3:15:22 PM,4/11/2026,
1641,41.4,gf,2.611,mm,OK,--,3:15:22 PM,4/11/2026,
1642,41.3,gf,2.612,mm,OK,--,3:15:22 PM,4/11/2026,
1643,41.0,gf,2.614,mm,OK,--,3:15:22 PM,4/11/2026,
1644,40.7,gf,2.615,mm,OK,--,3:15:22 PM,4/11/2026,
1645,40.5,gf,2.617,mm,OK,--,3:15:22 PM,4/11/2026,
1646,41.0,gf,2.619,mm,OK,--,3:15:22 PM,4/11/2026,
1647,41.1,gf,2.620,mm,OK,--,3:15:22 PM,4/11/2026,
1648,41.6,gf,2.622,mm,OK,--,3:15:22 PM,4/11/2026,
1649,41.3,gf,2.623,mm,OK,--,3:15:22 PM,4/11/2026,
1650,41.3,gf,2.625,mm,OK,--,3:15:22 PM,4/11/2026,
1651,41.0,gf,2.627,mm,OK,--,3:15:22 PM,4/11/2026,
1652,41.3,gf,2.628,mm,OK,--,3:15:22 PM,4/11/2026,
1653,41.5,gf,2.630,mm,OK,--,3:15:22 PM,4/11/2026,
1654,41.6,gf,2.631,mm,OK,--,3:15:22 PM,4/11/2026,
1655,41.5,gf,2.633,mm,OK,--,3:15:22 PM,4/11/2026,
1656,41.5,gf,2.635,mm,OK,--,3:15:22 PM,4/11/2026,
1657,41.1,gf,2.636,mm,OK,--,3:15:22 PM,4/11/2026,
1658,41.2,gf,2.638,mm,OK,--,3:15:22 PM,4/11/2026,
1659,41.0,gf,2.639,mm,OK,--,3:15:22 PM,4/11/2026,
1660,41.4,gf,2.641,mm,OK,--,3:15:22 PM,4/11/2026,
1661,40.8,gf,2.643,mm,OK,--,3:15:22 PM,4/11/2026,
1662,40.9,gf,2.644,mm,OK,--,3:15:22 PM,4/11/2026,
1663,41.4,gf,2.646,mm,OK,--,3:15:22 PM,4/11/2026,
1664,41.0,gf,2.647,mm,OK,--,3:15:22 PM,4/11/2026,
1665,41.5,gf,2.649,mm,OK,--,3:15:22 PM,4/11/2026,
1666,41.0,gf,2.650,mm,OK,--,3:15:22 PM,4/11/2026,
1667,41.4,gf,2.652,mm,OK,--,3:15:22 PM,4/11/2026,
1668,41.3,gf,2.654,mm,OK,--,3:15:22 PM,4/11/2026,
1669,41.3,gf,2.655,mm,OK,--,3:15:22 PM,4/11/2026,
1670,41.2,gf,2.657,mm,OK,--,3:15:22 PM,4/11/2026,
1671,41.5,gf,2.658,mm,OK,--,3:15:22 PM,4/11/2026,
1672,42.2,gf,2.660,mm,OK,--,3:15:22 PM,4/11/2026,
1673,42.0,gf,2.662,mm,OK,--,3:15:22 PM,4/11/2026,
1674,41.5,gf,2.663,mm,OK,--,3:15:22 PM,4/11/2026,
1675,41.5,gf,2.665,mm,OK,--,3:15:22 PM,4/11/2026,
1676,41.8,gf,2.666,mm,OK,--,3:15:22 PM,4/11/2026,
1677,41.8,gf,2.668,mm,OK,--,3:15:22 PM,4/11/2026,
1678,42.1,gf,2.670,mm,OK,--,3:15:22 PM,4/11/2026,
1679,42.4,gf,2.671,mm,OK,--,3:15:22 PM,4/11/2026,
1680,42.0,gf,2.673,mm,OK,--,3:15:22 PM,4/11/2026,
1681,41.7,gf,2.674,mm,OK,--,3:15:22 PM,4/11/2026,
1682,42.3,gf,2.676,mm,OK,--,3:15:22 PM,4/11/2026,
1683,42.2,gf,2.678,mm,OK,--,3:15:22 PM,4/11/2026,
1684,42.4,gf,2.679,mm,OK,--,3:15:22 PM,4/11/2026,
1685,41.9,gf,2.681,mm,OK,--,3:15:22 PM,4/11/2026,
1686,41.9,gf,2.682,mm,OK,--,3:15:22 PM,4/11/2026,
1687,42.5,gf,2.684,mm,OK,--,3:15:22 PM,4/11/2026,
1688,42.2,gf,2.685,mm,OK,--,3:15:22 PM,4/11/2026,
1689,41.6,gf,2.687,mm,OK,--,3:15:22 PM,4/11/2026,
1690,42.6,gf,2.689,mm,OK,--,3:15:22 PM,4/11/2026,
1691,42.0,gf,2.690,mm,OK,--,3:15:22 PM,4/11/2026,
1692,41.8,gf,2.692,mm,OK,--,3:15:22 PM,4/11/2026,
1693,41.7,gf,2.693,mm,OK,--,3:15:22 PM,4/11/2026,
1694,41.8,gf,2.695,mm,OK,--,3:15:22 PM,4/11/2026,
1695,41.8,gf,2.697,mm,OK,--,3:15:22 PM,4/11/2026,
1696,42.2,gf,2.698,mm,OK,--,3:15:22 PM,4/11/2026,
1697,42.2,gf,2.700,mm,OK,--,3:15:22 PM,4/11/2026,
1698,42.0,gf,2.701,mm,OK,--,3:15:22 PM,4/11/2026,
1699,42.1,gf,2.703,mm,OK,--,3:15:22 PM,4/11/2026,
1700,42.7,gf,2.705,mm,OK,--,3:15:22 PM,4/11/2026,
1701,42.5,gf,2.706,mm,OK,--,3:15:22 PM,4/11/2026,
1702,42.7,gf,2.708,mm,OK,--,3:15:22 PM,4/11/2026,
1703,42.3,gf,2.709,mm,OK,--,3:15:22 PM,4/11/2026,
1704,42.3,gf,2.711,mm,OK,--,3:15:22 PM,4/11/2026,
1705,42.8,gf,2.712,mm,OK,--,3:15:22 PM,4/11/2026,
1706,42.7,gf,2.714,mm,OK,--,3:15:22 PM,4/11/2026,
1707,42.7,gf,2.716,mm,OK,--,3:15:22 PM,4/11/2026,
1708,42.5,gf,2.717,mm,OK,--,3:15:22 PM,4/11/2026,
1709,43.0,gf,2.719,mm,OK,--,3:15:22 PM,4/11/2026,
1710,43.1,gf,2.720,mm,OK,--,3:15:22 PM,4/11/2026,
1711,42.5,gf,2.722,mm,OK,--,3:15:22 PM,4/11/2026,
1712,43.2,gf,2.724,mm,OK,--,3:15:22 PM,4/11/2026,
1713,43.0,gf,2.725,mm,OK,--,3:15:22 PM,4/11/2026,
1714,43.2,gf,2.727,mm,OK,--,3:15:22 PM,4/11/2026,
1715,42.4,gf,2.728,mm,OK,--,3:15:22 PM,4/11/2026,
1716,42.6,gf,2.730,mm,OK,--,3:15:22 PM,4/11/2026,
1717,43.4,gf,2.732,mm,OK,--,3:15:22 PM,4/11/2026,
1718,43.0,gf,2.733,mm,OK,--,3:15:22 PM,4/11/2026,
1719,43.3,gf,2.735,mm,OK,--,3:15:22 PM,4/11/2026,
1720,43.1,gf,2.736,mm,OK,--,3:15:22 PM,4/11/2026,
1721,42.4,gf,2.738,mm,OK,--,3:15:22 PM,4/11/2026,
1722,42.6,gf,2.740,mm,OK,--,3:15:22 PM,4/11/2026,
1723,42.9,gf,2.741,mm,OK,--,3:15:22 PM,4/11/2026,
1724,42.6,gf,2.743,mm,OK,--,3:15:22 PM,4/11/2026,
1725,42.8,gf,2.744,mm,OK,--,3:15:22 PM,4/11/2026,
1726,43.3,gf,2.746,mm,OK,--,3:15:22 PM,4/11/2026,
1727,43.1,gf,2.748,mm,OK,--,3:15:22 PM,4/11/2026,
1728,43.6,gf,2.749,mm,OK,--,3:15:22 PM,4/11/2026,
1729,42.6,gf,2.751,mm,OK,--,3:15:22 PM,4/11/2026,
1730,42.9,gf,2.752,mm,OK,--,3:15:22 PM,4/11/2026,
1731,42.9,gf,2.754,mm,OK,--,3:15:22 PM,4/11/2026,
1732,43.5,gf,2.755,mm,OK,--,3:15:22 PM,4/11/2026,
1733,43.5,gf,2.757,mm,OK,--,3:15:22 PM,4/11/2026,
1734,43.5,gf,2.759,mm,OK,--,3:15:22 PM,4/11/2026,
1735,42.9,gf,2.760,mm,OK,--,3:15:22 PM,4/11/2026,
1736,43.5,gf,2.762,mm,OK,--,3:15:22 PM,4/11/2026,
1737,42.8,gf,2.763,mm,OK,--,3:15:22 PM,4/11/2026,
1738,43.4,gf,2.765,mm,OK,--,3:15:22 PM,4/11/2026,
1739,43.8,gf,2.767,mm,OK,--,3:15:22 PM,4/11/2026,
1740,43.0,gf,2.768,mm,OK,--,3:15:22 PM,4/11/2026,
1741,43.0,gf,2.770,mm,OK,--,3:15:22 PM,4/11/2026,
1742,43.6,gf,2.771,mm,OK,--,3:15:22 PM,4/11/2026,
1743,43.0,gf,2.773,mm,OK,--,3:15:22 PM,4/11/2026,
1744,44.0,gf,2.775,mm,OK,--,3:15:22 PM,4/11/2026,
1745,43.7,gf,2.776,mm,OK,--,3:15:22 PM,4/11/2026,
1746,43.8,gf,2.778,mm,OK,--,3:15:22 PM,4/11/2026,
1747,43.9,gf,2.779,mm,OK,--,3:15:22 PM,4/11/2026,
1748,43.9,gf,2.781,mm,OK,--,3:15:22 PM,4/11/2026,
1749,44.2,gf,2.783,mm,OK,--,3:15:22 PM,4/11/2026,
1750,44.2,gf,2.784,mm,OK,--,3:15:22 PM,4/11/2026,
1751,44.0,gf,2.786,mm,OK,--,3:15:22 PM,4/11/2026,
1752,44.2,gf,2.787,mm,OK,--,3:15:22 PM,4/11/2026,
1753,44.2,gf,2.789,mm,OK,--,3:15:22 PM,4/11/2026,
1754,44.3,gf,2.790,mm,OK,--,3:15:22 PM,4/11/2026,
1755,43.7,gf,2.792,mm,OK,--,3:15:22 PM,4/11/2026,
1756,43.4,gf,2.794,mm,OK,--,3:15:22 PM,4/11/2026,
1757,43.4,gf,2.795,mm,OK,--,3:15:22 PM,4/11/2026,
1758,44.4,gf,2.797,mm,OK,--,3:15:22 PM,4/11/2026,
1759,43.5,gf,2.798,mm,OK,--,3:15:22 PM,4/11/2026,
1760,43.9,gf,2.800,mm,OK,--,3:15:22 PM,4/11/2026,
1761,44.0,gf,2.802,mm,OK,--,3:15:22 PM,4/11/2026,
1762,43.8,gf,2.803,mm,OK,--,3:15:22 PM,4/11/2026,
1763,43.8,gf,2.805,mm,OK,--,3:15:22 PM,4/11/2026,
1764,44.8,gf,2.806,mm,OK,--,3:15:22 PM,4/11/2026,
1765,44.1,gf,2.808,mm,OK,--,3:15:22 PM,4/11/2026,
1766,43.9,gf,2.810,mm,OK,--,3:15:22 PM,4/11/2026,
1767,44.1,gf,2.811,mm,OK,--,3:15:22 PM,4/11/2026,
1768,44.9,gf,2.813,mm,OK,--,3:15:22 PM,4/11/2026,
1769,44.8,gf,2.814,mm,OK,--,3:15:22 PM,4/11/2026,
1770,44.5,gf,2.816,mm,OK,--,3:15:22 PM,4/11/2026,
1771,45.1,gf,2.818,mm,OK,--,3:15:22 PM,4/11/2026,
1772,44.9,gf,2.819,mm,OK,--,3:15:22 PM,4/11/2026,
1773,44.2,gf,2.821,mm,OK,--,3:15:22 PM,4/11/2026,
1774,44.5,gf,2.822,mm,OK,--,3:15:22 PM,4/11/2026,
1775,45.2,gf,2.824,mm,OK,--,3:15:22 PM,4/11/2026,
1776,45.2,gf,2.825,mm,OK,--,3:15:22 PM,4/11/2026,
1777,44.5,gf,2.827,mm,OK,--,3:15:22 PM,4/11/2026,
1778,44.3,gf,2.829,mm,OK,--,3:15:22 PM,4/11/2026,
1779,44.7,gf,2.830,mm,OK,--,3:15:22 PM,4/11/2026,
1780,44.7,gf,2.832,mm,OK,--,3:15:22 PM,4/11/2026,
1781,44.6,gf,2.833,mm,OK,--,3:15:22 PM,4/11/2026,
1782,45.6,gf,2.835,mm,OK,--,3:15:22 PM,4/11/2026,
1783,45.0,gf,2.837,mm,OK,--,3:15:22 PM,4/11/2026,
1784,45.6,gf,2.838,mm,OK,--,3:15:22 PM,4/11/2026,
1785,45.9,gf,2.840,mm,OK,--,3:15:22 PM,4/11/2026,
1786,44.9,gf,2.841,mm,OK,--,3:15:22 PM,4/11/2026,
1787,45.2,gf,2.843,mm,OK,--,3:15:22 PM,4/11/2026,
1788,45.5,gf,2.845,mm,OK,--,3:15:22 PM,4/11/2026,
1789,45.8,gf,2.846,mm,OK,--,3:15:22 PM,4/11/2026,
1790,45.1,gf,2.848,mm,OK,--,3:15:22 PM,4/11/2026,
1791,46.1,gf,2.849,mm,OK,--,3:15:22 PM,4/11/2026,
1792,45.3,gf,2.851,mm,OK,--,3:15:22 PM,4/11/2026,
1793,46.0,gf,2.853,mm,OK,--,3:15:22 PM,4/11/2026,
1794,46.1,gf,2.854,mm,OK,--,3:15:22 PM,4/11/2026,
1795,45.3,gf,2.856,mm,OK,--,3:15:22 PM,4/11/2026,
1796,46.4,gf,2.857,mm,OK,--,3:15:22 PM,4/11/2026,
1797,45.9,gf,2.859,mm,OK,--,3:15:22 PM,4/11/2026,
1798,46.3,gf,2.860,mm,OK,--,3:15:22 PM,4/11/2026,
1799,46.2,gf,2.862,mm,OK,--,3:15:22 PM,4/11/2026,
1800,45.4,gf,2.864,mm,OK,--,3:15:22 PM,4/11/2026,
1801,46.7,gf,2.865,mm,OK,--,3:15:22 PM,4/11/2026,
1802,46.4,gf,2.867,mm,OK,--,3:15:22 PM,4/11/2026,
1803,46.0,gf,2.868,mm,OK,--,3:15:22 PM,4/11/2026,
1804,46.1,gf,2.870,mm,OK,--,3:15:22 PM,4/11/2026,
1805,46.2,gf,2.872,mm,OK,--,3:15:22 PM,4/11/2026,
1806,45.8,gf,2.873,mm,OK,--,3:15:22 PM,4/11/2026,
1807,47.0,gf,2.875,mm,OK,--,3:15:22 PM,4/11/2026,
1808,46.9,gf,2.876,mm,OK,--,3:15:22 PM,4/11/2026,
1809,46.3,gf,2.878,mm,OK,--,3:15:22 PM,4/11/2026,
1810,47.0,gf,2.880,mm,OK,--,3:15:22 PM,4/11/2026,
1811,46.2,gf,2.881,mm,OK,--,3:15:22 PM,4/11/2026,
1812,46.5,gf,2.883,mm,OK,--,3:15:22 PM,4/11/2026,
